"","Date_Time","Well1","Well2","Well3","Well4","Well5","Well6","Well7","Well8"
"502","2018-01-19",324.370104166667,324.368541666667,324.43,323.700069444444,324.28,324.1,323.85,324.19
"503","2018-01-20",324.370069444444,324.360243055556,324.43,323.7,324.279965277778,324.1,323.85,324.19
"504","2018-01-21",324.37,324.36,324.43,323.7,324.274340277778,324.1,323.85,324.19
"505","2018-01-22",324.370173611111,324.359166666667,324.43,323.7,324.27,324.1,323.85,324.189930555556
"506","2018-01-23",324.37,324.349513888889,324.43,323.694652777778,324.265104166667,324.1,323.85,324.1803125
"507","2018-01-24",324.37,324.340034722222,324.43,323.687673611111,324.258125,324.1,323.85,324.173854166667
"508","2018-01-25",324.370555555556,324.339340277778,324.43,323.68,324.2503125,324.1,323.85,324.17
"509","2018-01-26",324.371354166667,324.331805555556,324.430243055556,323.68,324.25,324.1,323.85,324.17
"510","2018-01-27",324.370173611111,324.327916666667,324.43,323.668715277778,324.244583333333,324.1,323.85,324.160555555556
"511","2018-01-28",324.370069444444,324.32,324.43,323.669513888889,324.239270833333,324.1,323.85,324.155208333333
"512","2018-01-29",324.37,324.312743055556,324.43,323.66,324.23,324.1,323.85,324.15
"513","2018-01-30",324.370381944444,324.31,324.43,323.657916666667,324.23,324.1,323.85,324.144390243902
"514","2018-01-31",324.370590277778,324.31,324.43,323.650763888889,324.226493055556,324.1,323.85,324.143993055556
"515","2018-02-01",324.370104166667,324.300659722222,324.43,323.65,324.219826388889,324.1,323.85,324.138611111111
"516","2018-02-02",324.370243055556,324.291631944444,324.43,323.641463414634,324.210069444444,324.1,323.85,324.13
"517","2018-02-03",324.37034965035,324.292202797203,324.430034965035,323.64,324.21,324.1,323.85,324.128146853147
"518","2018-02-04",324.370034722222,324.291423611111,324.43,323.637986111111,324.207465277778,324.1,323.85,324.12
"519","2018-02-05",324.37,324.282534722222,324.43,323.63,324.2,324.1,323.85,324.114166666667
"520","2018-02-06",324.370104166667,324.279652777778,324.43,323.627256944444,324.195486111111,324.1,323.85,324.11
"521","2018-02-07",324.370138888889,324.270069444444,324.43,323.62,324.19,324.1,323.85,324.103506944444
"522","2018-02-08",324.37,324.266076388889,324.430034722222,323.619756944444,324.185173611111,324.1,323.85,324.1
"523","2018-02-09",324.37,324.26,324.43,323.6134375,324.181145833333,324.1,323.85,324.1
"524","2018-02-10",324.37,324.250729166667,324.43,323.61,324.18,324.1,323.85,324.092326388889
"525","2018-02-11",324.370034722222,324.248854166667,324.43,323.606423611111,324.172326388889,324.1,323.85,324.09
"526","2018-02-12",324.370138888889,324.240416666667,324.43,323.6,324.169652777778,324.1,323.85,324.083125
"527","2018-02-13",324.370277777778,324.237916666667,324.43,323.59875,324.160104166667,324.1,323.85,324.08
"528","2018-02-14",324.370034722222,324.230347222222,324.43,323.5903125,324.16,324.1,323.85,324.08
"529","2018-02-15",324.370277777778,324.23,324.43,323.59,324.16,324.1,323.85,324.08
"530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2018-02-17",323.98,324.17,324.17,323.825868055556,324.1,323.86,323.78,323.990833333333
